Electricity.Timestep;Time;HH1 - Living room - Living Room Light (Energy Saving Lamp, 20W) [kWh];HH1 - Kitchen - Kitchen Light (20W) [kWh];HH1 - Bath - Bathroom Light (20W) [kWh];HH1 - Bath - Bathroom Mirror Light 10 W (LED) [kWh];HH1 - Bedroom - Bedroom Light (20W) [kWh];HH1 - Children's room 2 - Children Room Light Device (20W) [kWh];HH1 - Children's room - Children Room Light Device (20W) [kWh];HH1 - Kitchen - Egg Cooker / Russell Hobbs 14048-56 Stylo [kWh];HH1 - Kitchen - Juicer / Moulinex Vitafruit [kWh];HH1 - Kitchen - Kitchen radio / AEG KRC 4323 CD [kWh];HH1 - Kitchen - Single Stove Plate [kWh];HH1 - Kitchen - Nespresso Coffee Machine, Single Cup [kWh];HH1 - Kitchen - Food Slicer / DOMO Schneidemaschine DO521S [kWh];HH1 - Kitchen - Toaster Salco MT 400 [kWh];HH1 - Kitchen - Miele DG 1450 [kWh];HH1 - Kitchen - Handmixer / Phillips Robust HR 1581 [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [kWh];HH1 - Kitchen - Microwave Panasonic (1991) [kWh];HH1 - Kitchen - Extractor Hood / Miele DA 429-4 [kWh];HH1 - Kitchen - Miele DA 61 [kWh];HH1 - Kitchen - Deep Fryer / DeLonghi F 28311.W Rotofritteuse [kWh];HH1 - Kitchen - Ricecooker / Tristar RK-6112 [kWh];HH1 - Kitchen - Steam Cooker / Phillips HD9140 [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [kWh];HH1 - Kitchen - Immersion Blender Noah Hit Top [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [kWh];HH1 - Kitchen - Fondue / Unold 48746 Asia [kWh];HH1 - Living room - Laptop Sony Vaio SVE151G11M [kWh];HH1 - Living room - CD/DVD Player / Philips DVDR 725 H [kWh];HH1 - Living room - Home Cinema System / Samsung HT-D5550 [kWh];HH1 - Living room - TV Medion MD20123_DE_A [kWh];HH1 - Living room - SAT Receiver / Kathrein UFS913 [kWh];HH1 - Living room - Digitalpiano / Kawai CN-23 [kWh];HH1 - Living room - Hifi System / Sharp XL-HF300PH [kWh];HH1 - Kitchen - Electric Kettle / Petra WK288 1.5L [kWh];HH1 - Living room - Energy Saving Lamp / EL-REF 11 E27 [kWh];HH1 - Kitchen - Vacuum Cleaner FiF [kWh];HH1 - Living room - Nintendo Wii [kWh];HH1 - Kitchen - Dishwasher NEFF SD6P1F (2011) [kWh];HH1 - Kitchen - Dryer / Miele T 8626 WP [kWh];HH1 - Kitchen - Washing Machine AEG Öko Plus 1400 [kWh];HH1 - Bath - Hair Dryer Braun Silencio 1250 [kWh];HH1 - Kitchen - Siemens Kl 20 LA 65 (A+) [kWh];HH1 - Kitchen - Kitchen radio / AEG KRC 4323 CD [kWh];HH1 - Kitchen - Freezer Liebherr Premium no Frost 2358 (2011) [kWh];HH1 - Kitchen - Microwave Panasonic (1991) [kWh];HH1 - Living room - Laptop Sony Vaio SVE151G11M [kWh];HH1 - Bath - Electric Razor Braun Cruzer 5 [kWh];HH1 - Bath - Electric Toothbrush Dondodent Professional Clean [kWh];HH1 - Living room - Phone Siemens Gigaset C320 [kWh];HH1 - Living room - Router O2 Box 6431 [kWh];HH1 - Living room - CD/DVD Player / Philips DVDR 725 H [kWh];HH1 - Living room - Home Cinema System / Samsung HT-D5550 [kWh];HH1 - Living room - SAT Receiver / Kathrein UFS913 [kWh];HH1 - Living room - TV Medion MD20123_DE_A [kWh];HH1 - Living room - Hifi System / Sharp XL-HF300PH [kWh];HH1 - Living room - Yamaha RX-V667 [kWh];HH1 - Living room - Nintendo Wii [kWh];House - Cellar - Circulation Pump / Grundfos Alpha Pro 25-40 180 [kWh];House - Cellar - Circulation Pump / Grundfos Alpha Pro 25-40 180 [kWh]
9840;07.12.2023 20:00;0.009666666666666665;0;0.01333333333333333;0.006666666666666665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008978992228602193;0;0.00477297951968945;0.009247093241640993;0.00487448660242926;0;0;0;0;0;0;0.17885883289617485;0;0;0;0.009444398099999998;0.001358692192997762;0.01752254967103825;0.01300999999999999;0.0014855237777846547;0.0009469210120218578;0.00022347132704918023;0.00277770605464481;0.0064077831284152995;0.001091006276280265;0.001372276580201951;0.0008943234506983936;0.00018908141956824252;0.0030200560184079424;0.011984543541078372;0.0019751501684128234;0.02452656254278771;0.02510746591716759
9900;07.12.2023 21:00;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01928976872650921;0;0.013830651813250862;0.027276385766244256;0.015418816316610663;0;0;0;0;0;0;0.14133809793989055;0;0;0;0.010703502099999998;0.0013545243693265686;0.018663243686338794;0.01300999999999999;0;0.0009573252494535521;0.00022466551967213104;0.0027792808087431695;0.006407882663934427;0.0010625424011728333;0;0;0;0.0029963255366476683;0.011701465659282569;0.001966092963501369;0.024776918837048415;0.024816881681516727
9960;07.12.2023 22:00;0.013666666666666664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012151101894009763;0;0.01034909970585732;0.020050942817514367;0.011512944255042215;0;0;0;0;0;0;0.0008199293633879769;0;0;0;0.010731003433333329;0.0013223249468935834;0.022109735698087427;0.01300999999999999;0.0009796826744842206;0.0009472155142076499;0.00022244747459016382;0.0027773103997267767;0.006413132584699453;0.0010950089697585369;0.0004890706226687507;0.00031588891186874973;7.518636587219125E-05;0.0029388620999157974;0.011924736809579768;0.0019772865335492902;0.025475546608587703;0.0224101372756181
10020;07.12.2023 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007823064766666665;0.001345120680268665;0.02222597573497268;0.01300999999999999;0.002871265746964433;0.0009487936551912565;0.00021474072404371582;0.002778064410655737;0.006412623390710383;0.0010510930200543212;0.002154580892941787;0.001347588454398899;0.0002797466875139559;0.002990414550245124;0.011745024346262007;0.001993085503254263;0.025095493839904236;0
10080;08.12.2023 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013120456688184199;0.021882369341256824;0.01300999999999999;0.00284331467428174;0.0009518556956284149;0.00022704232595628404;0.0027774707248633874;0.006412810581967214;0.0010882064991030724;0.0020856815782181143;0.0013596824512024637;0.00028283138859333485;0.003035559023444257;0.012216538134412761;0.0019495915863567384;0.025361952363852695;0
10140;08.12.2023 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008185294099999999;0.001318928143693385;0.017117404048087426;0.01300999999999999;0.002765607166147165;0.0009535159202185796;0.00022101255792349712;0.002778475148360655;0.006407887707650274;0.0010839943185313435;0.0020688097037908125;0.001326745505883783;0.00028070978605943404;0.0030466317478796273;0.012220001192886716;0.001967299570066228;0.025025508880455797;0
10200;08.12.2023 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013579226408563252;0.01644709434726776;0.01300999999999999;0.0027386613149731295;0.0009527455183060109;0.00022048466885245903;0.0027804774051912555;0.00640780892896175;0.0010608779307250769;0.0021174896034759205;0.0013641434144545032;0.00028042081105437804;0.002993521412341361;0.011949267870411527;0.001925294443879991;0.025330943090492497;0
10260;08.12.2023 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008183890099999999;0.0013415332238063999;0.01682799666311475;0.01300999999999999;0.0027616968144154063;0.0009533883363387977;0.0002164320401639344;0.0027781211748633865;0.006407741467213115;0.0010899594641788353;0.002110553267130027;0.0013357100363867106;0.00028089592940547134;0.0030285714062157957;0.012376964713559247;0.0019436442972106417;0.025207673559063535;0
10320;08.12.2023 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013458132077967158;0.016352085620218573;0.01300999999999999;0.0028404419176017185;0.0009509829437158467;0.00022865936311475393;0.0027788480254098353;0.0064074734180327875;0.0010775501137550844;0.0020933928273520713;0.0013604964880837309;0.00028506196394718593;0.0030403220130490994;0.012135461329407146;0.001932457078116608;0.025218590364368552;0
10380;08.12.2023 05:00;0.0016666666666666663;0;0.0019999999999999996;0.0009999999999999998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010708343016666663;0.001335649075367487;0.016451713929508192;0.01300999999999999;0.0028516491968100096;0.0009441373759562842;0.00021655690109289625;0.002776182472677594;0.006413174699453553;0.001094286102886266;0.0021373183512572148;0.00135215550926553;0.0002806353222974752;0.0029940243416651407;0.011805922635259682;0.0019462725316534697;0.025465971725672117;0.001698875466031006
10440;08.12.2023 06:00;0.019999999999999997;0.004666666666666666;0.0029999999999999996;0.0014999999999999998;0;0;0;0.02961224762055856;0.030155007720954693;0.0034272699842297534;0.12795032786885246;0.008666609804098365;0.0025015837059161185;0.0418369775956284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009442994099999998;0.0010288941563640556;0.01870228104289617;0.01300999999999999;0.0027708186798648124;0.0009554644923497271;0.0002183752532786885;0.00277438475409836;0.006408108614754098;0.0010879481042033274;0.0020833674691165542;0.0013076434980475661;0.0002816477660050756;0.003073049637801163;0.01197321924658313;0.001994299389030113;0.02460716928458943;0.025738262536034142
10500;08.12.2023 07:00;0.013666666666666664;0.019666666666666662;0.007333333333333332;0.003666666666666666;0;0;0;0.038412698320555785;0.03591546352472584;0.013816182153619258;0.42628165468789603;0.01733321960819673;0.00482028622766511;0.055289221932513635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009734867036453683;0.018432867844519755;0.007404769348698734;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.00010808485805050167;0.02417197491721311;0.01300999999999999;0.0027376611703614703;0.0009533763956284155;0.0002262114868852458;0.0027783327931693983;0.006408016010928962;0.0008031378887139543;0.0015439879692528838;0.0013416257665583471;0.00020851754244842659;0.002957004871945633;0.012053796040152939;0.001942870432019478;0.02506408569358554;0.025158038702384058
10560;08.12.2023 08:00;0.019999999999999997;0.01833333333333333;0;0;0;0;0;0;0;0.012428558526980337;0.34804422964418025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03630238202458527;0.07028608224795704;0.02741139350747777;0;0;0;0;0;0;0;0;0;0;0;0.0065302145166666655;0.00022937123113629578;0.02054468685218579;0.01300999999999999;0.00284248684350082;0.0009526737464480873;0.00022393431939890694;0.0027788318259562832;0.006413278920765026;0;0;0.0013253253140139676;0;0.002955499918766615;0.012128916344961813;0.0019616174203979774;0.02576191926616857;0.02466578102424873
10620;08.12.2023 09:00;0.004666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008398732408217176;0.01666221079001931;0.005079856259520221;0;0;0;0;0;0;0;0;0;0;0;0.009679145849999996;0.00134485492801299;0.014496766149453548;0.01300999999999999;0.00279204654381253;0.000943986722131147;0.00021293484617486338;0.0027805722486338802;0.006412688199453552;0.0008186087741286573;0.001629519269524389;0.001338622629691978;0.0002329982446262464;0.0029312773848283948;0.012215431979454482;0.0019390388280484637;0.02555585416263172;0.024512607055064216
10680;08.12.2023 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0081866981;0.0013689506422561602;0.014103391215573765;0.01300999999999999;0.0027691231204259085;0.0009509964459016391;0.0002269320603825136;0.0027780645745901647;0.0064134081830601085;0.001048090538973393;0.002101607192302293;0.0013469662229358833;0.0002837944229701515;0.0029574078393907214;0.012196749877406002;0.0019328279010243084;0.024760518624361547;0.025449149496872617
10740;08.12.2023 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010731003433333329;0.0013116506677851357;0.016799527450546446;0.01300999999999999;0.002801753889976873;0.0009558964139344264;0.00022292810273224033;0.0027808074316939893;0.006407329213114752;0.0010828838278765403;0.0020581757534253666;0.0013830928696212557;0.0002797974896490385;0.0030265424578240965;0.01187393836626299;0.0020000426200626593;0.0248199983361925;0.02475354627156079
10800;08.12.2023 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008185294099999999;0.00134934203844393;0.02730502288333333;0.01300999999999999;0.0028192254885819217;0.0009535715390710381;0.00022213385710382507;0.0027788318259562837;0.00641320570218579;0.0010699399773453902;0.002121984164456919;0.0013738619692048185;0.0002854466748876785;0.0029846158802947984;0.01186184361925552;0.0019501895865840122;0.024709013388421602;0.024746668448487098
10860;08.12.2023 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0081866981;0.0013830561381277652;0.022114279506010925;0.01300999999999999;0.0028445881583025303;0.0009472295303278684;0.00021513767759562843;0.0027739844816939904;0.006408135581967213;0.0010746355352762266;0.002140473092238017;0.0013699972715427076;0.0002768855318951648;0.003024617651304225;0.01210905817880667;0.0019734115380936825;0.025124754975562984;0.025243839081098996
10920;08.12.2023 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01100252473336985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008180453183333332;0.0013822705175686974;0.014561304099726774;0.01300999999999999;0.0011564011861039895;0.0009482758677595625;0.0002270704653005464;0.0027756099625683055;0.0064130792923497255;0.0010575669582680073;0.0021226393481537944;0.0013452565832209509;0.0002751198232204305;0.0030204223929334046;0.011726591301406686;0.0019531758520133836;0.025184928299826697;0.025016301464886006
10980;08.12.2023 15:00;0.006666666666666665;0;0;0;0;0.006666666666666665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018608118215624053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.001378895363250794;0.009565485525136615;0.01300999999999999;0;0.0009562844535519128;0.00022141533251366106;0.002777711196721311;0.006413089363387978;0.0010919310142194659;0.0020707395704674552;0.0013391045708395157;0.0002810285928489333;0.0030256189771992077;0.011995490900197758;0.001991979937484353;0.02503607051480226;0.024426410361090743
11040;08.12.2023 16:00;0.010333333333333332;0;0;0;0;0.0009999999999999998;0.009666666666666665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009148905642180611;0;0;0;0;0.0478834087040465;0;0;0;0;0;0;0;0;0;0.010703502099999998;0.001372590859264879;0.018809203491530046;0.01300999999999999;0.0013609026265680815;0.0009528169841530054;0.00022239001584699447;0.002779637246721311;0.006407902653005464;0.0010736388013853936;0.0020724855337775103;0.0013283496994334907;0.0002711376372005668;0.0030616084393661983;0.011964771918150825;0.002012919321517363;0.025035504785828132;0.024859197535627688
11100;08.12.2023 17:00;0.01733333333333333;0.009666666666666665;0.0016666666666666663;0.0008333333333333332;0;0;0.019999999999999997;0;0;0;0;0;0;0;0.6623861789846999;0.035557323996360315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006416925539340941;0;0;0;0;0;0;0;0;0;0.010702098099999996;0.0013474916577046532;0.02182963597896175;0.01300999999999999;0.00278770071508003;0.0009440641833333328;0.00021692002540983608;0.002780099327868853;0.006408396724043715;0.0010858390416799782;0.0021472839771814844;0.001343624172126845;0.00028059622601876824;0.0029771734596158207;0.011894477668031006;0.0019167124161403634;0.024761039807773895;0.0253916505503735
11160;08.12.2023 18:00;0.015999999999999997;0.019999999999999997;0.0019999999999999996;0.0009999999999999998;0;0;0.014666666666666665;0;0;0.013120445697311384;0;0;0;0;1.1873368188324267;0;0.9656169959798219;0;0.11858503141300096;0;0;0;0;0.558919167756065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23716850348633867;0.6510547936901928;0;0;0.009444398099999998;0.00019903340323966889;0.02160085825163933;0.01300999999999999;0.00288942990441044;0.0009515306959016392;0.00022569549043715835;0.002776616708469945;0.006413109010928961;0.0010753386987725167;0.0020594000021998673;0.0013375473556427105;0.0002845778305322532;0.0029966401378473417;0.01219084438531614;0.0019922296636215174;0.025332343860978174;0.025211976337232222
11220;08.12.2023 19:00;0.00033333333333333327;0.019999999999999997;0.015999999999999997;0.007999999999999998;0;0;0;0;0;0.015123675749888765;0;0;0;0;1.3517744701293253;0;1.2727327919844078;0;0.15785761447621635;0;0;0;0;0.7374522973810239;0;0;0;0.000301402473207866;0;0;0;0;0;0;0;0;0;0;0.5646359919125683;0.810113116295447;0.3734165141311473;0;0.006523768516666665;0;0.02194331733005464;0.01300999999999999;0.0027962279760059073;0.000956091830874317;0.000222780507103825;0.0027759948614754087;0.0064072982240437155;0.0010769569007484455;0.002092948692262114;0.0013577732313540527;0.0002817161122172032;0.003062578207208959;0.011998718080895157;0.0019417196215522228;0.024715356490347225;0.02462309972595833
11280;08.12.2023 20:00;0.019999999999999997;0.009;0.004999999999999999;0.0024999999999999996;0;0;0;0;0;0.006704338259937251;0;0;0;0;0.1471446125875672;0;0.14538742540232125;0;0.017657427934917463;0;0;0;0;0.07826468383533798;0;0;0;0.019749014615379056;0;0;0.007989968030170524;0;0;0;0;0;0;0.004716816269543742;0.1449389861393441;0.35658637602503734;0.08108387983879776;0;0.0042478789333333326;0.0007257497545494738;0.021710483564754093;0.01300999999999999;0;0.0009500952240437155;0.00022016573770491796;0.0027787066693989062;0.006407347565573769;0.0010477432019895335;0.0021364188912160026;0.0013395493019117885;0.00019737585536182433;0.0030346979243611885;0.011989937778889648;0.0014162074962417268;0.025702725024179744;0.024892793470278552
11340;08.12.2023 21:00;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.019347129542202152;0;0;0.019590680715705466;0;0;0;0;0;0;0.012290112614210539;0.002032448136612021;0;0;0;0.009433350499999998;0.001330779234454297;0.012112263807377045;0.01300999999999999;0;0.0009458501398907103;0.0002152256508196721;0.002780072910655737;0.006413369415300546;0.0010580850068538212;0.0021209667075263376;0.0013461083399351583;7.999781380972385E-05;0.0029354387236257434;0.012167514783727901;0.0004907029194611933;0.024925573831652375;0.025267525019061272
11400;08.12.2023 22:00;0.017666666666666664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016064827785369263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010708343016666665;0.0013381138720484213;0.011653966931693991;0.01300999999999999;0.00041540847837135905;0.0009574234639344265;0.00022706000983606543;0.002779516279508195;0.006408129956284153;0.0010683876491207988;0.0021152113520345665;0.0013513218710505162;0.00027787507352300286;0.0030097670158038413;0.01196413880225433;0.001973661754219666;0.02487272404454148;0.022998838214340067
11460;08.12.2023 23:00;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01898807330308642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0107035021;0.0013588813162043567;0.022832962291256833;0.01300999999999999;0;0.0009522385106557374;0.00022253552377049163;0.0027800134379781407;0.006407805322404371;0.0010806048513773993;0.0020865050963570324;0.0013753082154425212;0.0002785034590163587;0.002994728502244224;0.01217574656199106;0.0019368532485085676;0.025473092809081863;0
11520;09.12.2023 00:00;0.005666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004314555059765647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0107035021;0.0013301410142591754;0.014344500373497266;0.01300999999999999;0.0020884780333082615;0.0009462450620218576;0.00021773280628415302;0.0027776142923497255;0.006412785273224043;0.001090426520319531;0.0020988021132194662;0.0013344288604457718;0.00027569259670153477;0.0029548535799534706;0.012195343745330663;0.0019509990644112044;0.025360853561189434;0
11580;09.12.2023 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0081852941;0.0013087110578577615;0.017385705668306006;0.01300999999999999;0.0028119037383489017;0.0009494642327868849;0.00022512459043715842;0.002775270931693988;0.006404847398907103;0.0010825176259887971;0.002059741618843664;0.001326682172017956;0.00027766547903916876;0.0029400167898655793;0.01214787014844395;0.001963612568878818;0.025884460686977008;0
11640;09.12.2023 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00981767503333333;0.001356497788639931;0.0192147242204918;0.01300999999999999;0.0028651084861206905;0.0009570076751366122;0.00022239441857923478;0.002776582734972676;0.006412985215846993;0.0010610737151663628;0.0020958542688578083;0.0013449796739945492;0.0002787239312225394;0.002973399015945122;0.011923587222018642;0.001960256573410393;0.025051674414703743;0
11700;09.12.2023 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013487779814899045;0.018576961709562842;0.01300999999999999;0.00276800566939732;0.0009489807937158469;0.0002187476092896175;0.0027782654598360644;0.006412361322404371;0.0010789070947739077;0.0020959359283995783;0.001393616431177251;0.00027875890470704224;0.0030004918201019712;0.011962885987223318;0.0019645992598818535;0.02505588142311371;0
11760;09.12.2023 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013541820041846396;0.01894947324999999;0.01300999999999999;0.0028105363243007163;0.000947286294262295;0.0002246738079234972;0.002781761151092894;0.006407251207650273;0.001086460585833062;0.0020851406883948204;0.0013393458291170103;0.0002828170972421221;0.0029771953978567703;0.011933103742455004;0.0019642470768306388;0.02455321809556601;0
11820;09.12.2023 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010708343016666665;0.0013377702712572869;0.018505986481693985;0.01300999999999999;0.0027430006603509933;0.0009541570106557378;0.00022091102677595614;0.002782538831420764;0.0064130969398907105;0.0010874702813950421;0.0021442754773054913;0.0013638335973271212;0.00027901306635352434;0.003042285332461666;0.011970227271134245;0.001951582385760389;0.025181696071571974;0
11880;09.12.2023 06:00;0.002666666666666666;0.01333333333333333;0.005999999999999999;0.0029999999999999996;0;0;0;0.028800648791938825;0.03222891898060662;0.010028320751375289;0.4446328225403552;0.008666609804098365;0.0025884306245808953;0.0418369775956284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.00044679061939861196;0.01861643982841529;0.01300999999999999;0.0027639726746895247;0.0009528586535519127;0.0002143136647540983;0.0027757206010928953;0.0064125283360655745;0.00108520666668214;0.002113756640000626;0.0013625442619271337;0.00027731794335920967;0.002962618912468782;0.012135334752104644;0.0020143858667588913;0.025265467321863747;0.025084760194932564
11940;09.12.2023 07:00;0.019999999999999997;0.007333333333333332;0;0;0;0;0;0;0;0.004139541080715461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012440685555885801;0.01100582014611781;0.020981003500974676;0.008122132780766199;0;0;0;0;0;0;0;0;0;0;0;0.012123833933333333;0.0009747668087908546;0.01843972269754098;0.01300999999999999;0.00100706776083381;0.0009508641961748632;0.0002263952822404371;0.0027757874836065568;0.006413040923497268;0.0007459836641245165;0.001444800492159321;0.0013150972208993371;0.0001945220121244308;0.002969485965744605;0.012127619142810946;0.002025429288822418;0.024851591008722373;0.024454684889127106
12000;09.12.2023 08:00;0.019999999999999997;0.009666666666666665;0.006333333333333332;0.003166666666666666;0;0;0;0.03115496589451677;0.031724723992187294;0.0041574039178378305;0.1730942317589345;0.008666609804098365;0.002460590565813921;0.0418369775956284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005162561423008993;0.03601866202524023;0.06924812619154982;0.027010199500355252;0;0;0;0;0;0;0;0;0.6162561615660375;0.10271494853005456;0;0.009388704349999999;0.0009546089429523018;0.018264323858196714;0.01300999999999999;0.0020249258630320346;0.0009500349183060108;0.00022526725710382493;0.002777432208469945;0.0064137811038251355;0;0;0.001370197863921924;0;0.0029863427331889318;0.012104222031802135;0.001990362516839082;0.025210114487940576;0.024899999101767236
12060;09.12.2023 09:00;0.010333333333333332;0;0.013666666666666664;0.006833333333333332;0.004999999999999999;0;0.004999999999999999;0;0;0.009946605669146322;0.2655155407814208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015119339273884848;0.018723020708988045;0.03712312871028534;0.012845797071411142;0;0;0;0;0;0;0;0;0.800836237026017;0.29043094386611995;0;0.010732407433333329;0.00043117499706684737;0.016086979079234974;0.01300999999999999;0.0006074564557350364;0.0009529460180327872;0.00021344736939890712;0.0027803415827868843;0.00640762205737705;0.0005272818172303166;0.0009887195380162684;0.001357918631021168;0.00014795393414912685;0.0030103083499631996;0.012057139707539922;0.0019416769203207853;0.025132684044961873;0.025014599045644056
12120;09.12.2023 10:00;0.008333333333333331;0.0016666666666666663;0.014666666666666665;0.007333333333333332;0.019999999999999997;0;0.011666666666666665;0;0;0;0.09763988086338797;0;0;0.055289221932513635;0;0;0;0;0;0;0;0;0;0;0;0;0;0.017168003550160276;0;0;0.011409077700999592;0;0;0;0.11690740443595615;0;0;0.006787552330747776;0;0.25227304480579127;0;0;0.008156388766666666;0.0013427458951673812;0.014879974077049182;0.01300999999999999;0.000276698653224171;0.000953323619945355;0.00022222904508196716;0.002777101662021857;0.006408068218579236;0.0010772895515711938;0.002092494294368116;0.001353793144795027;0.00016752003464614982;0.002931978303626907;0.012018073650248725;0.0011571884991468959;0.0252777305806386;0.025242069944287997
12180;09.12.2023 11:00;0.019999999999999997;0.007333333333333332;0.006333333333333332;0.003166666666666666;0.019666666666666662;0;0;0;0;0;0.2992040881250547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011309750338300556;0.02243955426221501;0.025091058740075823;0;0;0;0.02944453005464483;0;0;0.010551137091254055;0;0;0;0;0.010703502099999998;0.0013823753395501362;0.02410103646010928;0.01300999999999999;0.0027861356186362966;0.0009461657174863384;0.00022703707841530049;0.0027815499161202187;0.006408136743169397;0.0007281403728062217;0.0014236601181384664;0.0013589590797240321;2.5135582615159905E-05;0.002989390823756908;0.011756955916863333;0.000731325407867704;0.02512167222256393;0.02527126756544556
