Electricity.Timestep;Time;HH1 - Living room - Living Room Light (Energy Saving Lamp, 20W) [kWh];HH1 - Kitchen - Kitchen Light (20W) [kWh];HH1 - Bath - Bathroom Light (20W) [kWh];HH1 - Bath - Bathroom Mirror Light 10 W (LED) [kWh];HH1 - Bedroom - Bedroom Light (20W) [kWh];HH1 - Children's room 2 - Children Room Light Device (20W) [kWh];HH1 - Children's room - Children Room Light Device (20W) [kWh];HH1 - Kitchen - Egg Cooker / Russell Hobbs 14048-56 Stylo [kWh];HH1 - Kitchen - Juicer / Moulinex Vitafruit [kWh];HH1 - Kitchen - Kitchen radio / AEG KRC 4323 CD [kWh];HH1 - Kitchen - Single Stove Plate [kWh];HH1 - Kitchen - Nespresso Coffee Machine, Single Cup [kWh];HH1 - Kitchen - Food Slicer / DOMO Schneidemaschine DO521S [kWh];HH1 - Kitchen - Toaster Salco MT 400 [kWh];HH1 - Kitchen - Miele DG 1450 [kWh];HH1 - Kitchen - Handmixer / Phillips Robust HR 1581 [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [kWh];HH1 - Kitchen - Microwave Panasonic (1991) [kWh];HH1 - Kitchen - Extractor Hood / Miele DA 429-4 [kWh];HH1 - Kitchen - Miele DA 61 [kWh];HH1 - Kitchen - Deep Fryer / DeLonghi F 28311.W Rotofritteuse [kWh];HH1 - Kitchen - Ricecooker / Tristar RK-6112 [kWh];HH1 - Kitchen - Steam Cooker / Phillips HD9140 [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [kWh];HH1 - Kitchen - Immersion Blender Noah Hit Top [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [kWh];HH1 - Kitchen - Fondue / Unold 48746 Asia [kWh];HH1 - Living room - Laptop Sony Vaio SVE151G11M [kWh];HH1 - Living room - CD/DVD Player / Philips DVDR 725 H [kWh];HH1 - Living room - Home Cinema System / Samsung HT-D5550 [kWh];HH1 - Living room - TV Medion MD20123_DE_A [kWh];HH1 - Living room - SAT Receiver / Kathrein UFS913 [kWh];HH1 - Living room - Digitalpiano / Kawai CN-23 [kWh];HH1 - Living room - Hifi System / Sharp XL-HF300PH [kWh];HH1 - Kitchen - Electric Kettle / Petra WK288 1.5L [kWh];HH1 - Living room - Energy Saving Lamp / EL-REF 11 E27 [kWh];HH1 - Kitchen - Vacuum Cleaner FiF [kWh];HH1 - Living room - Nintendo Wii [kWh];HH1 - Kitchen - Dishwasher NEFF SD6P1F (2011) [kWh];HH1 - Kitchen - Dryer / Miele T 8626 WP [kWh];HH1 - Kitchen - Washing Machine AEG Öko Plus 1400 [kWh];HH1 - Bath - Hair Dryer Braun Silencio 1250 [kWh];HH1 - Kitchen - Siemens Kl 20 LA 65 (A+) [kWh];HH1 - Kitchen - Kitchen radio / AEG KRC 4323 CD [kWh];HH1 - Kitchen - Freezer Liebherr Premium no Frost 2358 (2011) [kWh];HH1 - Kitchen - Microwave Panasonic (1991) [kWh];HH1 - Living room - Laptop Sony Vaio SVE151G11M [kWh];HH1 - Bath - Electric Razor Braun Cruzer 5 [kWh];HH1 - Bath - Electric Toothbrush Dondodent Professional Clean [kWh];HH1 - Living room - Phone Siemens Gigaset C320 [kWh];HH1 - Living room - Router O2 Box 6431 [kWh];HH1 - Living room - CD/DVD Player / Philips DVDR 725 H [kWh];HH1 - Living room - Home Cinema System / Samsung HT-D5550 [kWh];HH1 - Living room - SAT Receiver / Kathrein UFS913 [kWh];HH1 - Living room - TV Medion MD20123_DE_A [kWh];HH1 - Living room - Hifi System / Sharp XL-HF300PH [kWh];HH1 - Living room - Yamaha RX-V667 [kWh];HH1 - Living room - Nintendo Wii [kWh];House - Cellar - Circulation Pump / Grundfos Alpha Pro 25-40 180 [kWh];House - Cellar - Circulation Pump / Grundfos Alpha Pro 25-40 180 [kWh]
7020;05.08.2023 21:00;0.019999999999999997;0;0;0;0;0;0.0029999999999999996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.017955893801517676;0;0;0.005931945176839602;0;0;0;0;0;0;0.003552885435547448;0;0.6064782529038429;0;0;0.0081852941;0.0013853464796161209;0.016105326044535517;0.01300999999999999;0.0001384847654891399;0.000957892155191257;0.0002181839756830601;0.002778437913387978;0.006407332879781422;0.0010925536894862528;0.0021137635407847853;0.0013618035930418489;0.00022021723037430927;0.0030219049379294574;0.012078698345603727;0.0015206399476122242;0;0.02555905151502258
7080;05.08.2023 22:00;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018817956750324116;0;0;0.02095433822188335;0;0;0;0;0;0;0.013529819701926765;0;0;0;0;0.0094443981;0.0013648374913540953;0.020156340873497266;0.01300999999999999;0;0.0009480611685792347;0.00022011599535519123;0.002779317333333334;0.0064129442814207654;0.001083290558581197;0.0021211567026201347;0.0013420332772690505;6.088320610885942E-05;0.002965442686077601;0.01196948577220376;0.00037465451309861826;0;0.02318390368526845
7140;05.08.2023 23:00;0.012999999999999998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011582341153141254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013561757744570695;0.01965349675491803;0.01300999999999999;0.0010967373199145404;0.0009494595071038249;0.00022736610956284136;0.002778223163934427;0.006407225612021858;0.0010997606554496416;0.00209085955135668;0.0013848557524936851;0.00028476767211690446;0.0030047790857624227;0.012079767996347792;0.0019866398712069535;0;0
7200;06.08.2023 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013477926075463594;0.020016890153825132;0.01300999999999999;0.002816553908994737;0.0009558496841530055;0.0002195048945355191;0.002778168640163935;0.006408365513661204;0.0010650933630083155;0.002123655985421983;0.001337560498824427;0.00028322567292741416;0.0030158786201364067;0.012142014759073241;0.0019733289234864313;0;0
7260;06.08.2023 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008156388766666668;0.001339690122628483;0.019553761720765027;0.01300999999999999;0.0028075298173921297;0.0009472100248633876;0.0002169364571038251;0.002778439233060109;0.006413887128415301;0.0010763441883239232;0.0021168274724887304;0.0013732957704262862;0.0002807074035538416;0.0030044097258459935;0.011917493935359116;0.002020051149667309;0;0
7320;06.08.2023 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.001360094129967191;0.01949478889508195;0.01300999999999999;0.002777080457012878;0.000951084658196721;0.00022955457568305996;0.002778407724863388;0.006412323860655738;0.0010705007427150655;0.002144356652328006;0.001397416048393428;0.00027547159600415326;0.0029692923436771194;0.011872847742046954;0.0020310371715538864;0;0
7380;06.08.2023 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014530929283333332;0.0013323512026560814;0.019553898774316937;0.01300999999999999;0.0027910228273691855;0.0009549773745901641;0.00021797734562841532;0.0027772404918032794;0.00640756043989071;0.0010613608639590461;0.002142744571393638;0.0013515458572851777;0.00027674729205990234;0.0030213512786365256;0.012011347797119066;0.0019507367718092324;0;0
7440;06.08.2023 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008541278516666665;0.00134176485720527;0.01934853582540983;0.01300999999999999;0.002807142399152008;0.0009505682155737703;0.0002176519174863388;0.0027750973934426225;0.006408265658469945;0.0011142292576159342;0.0020751590069983386;0.0013459518642366752;0.00028166736790019353;0.0029929155106522714;0.012088800821825643;0.001968449740413671;0;0
7500;06.08.2023 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008181857183333332;0.001353558769438745;0.016071142417213115;0.01300999999999999;0.0027887059495071663;0.0009453282778688519;0.00022686127240437152;0.0027778825581967212;0.006416631926229506;0.001076591596201517;0.0021511875694809703;0.0013525466481666812;0.00028164606321488497;0.002969100556486844;0.01184883067808078;0.001997185523391277;0;0.0012346131863274355
7560;06.08.2023 06:00;0;0;0;0;0;0;0;0.04070545365300082;0.036351647501774755;0.011086288643750948;0.5215842971195901;0.01733321960819673;0.0050194777861477325;0.055289221932513635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0003685784359714999;0.014867756199180324;0.01300999999999999;0.0027933768204588864;0.0009518656617486336;0.0002213869081967212;0.00278021055819672;0.006404988418032786;0.001070296936864329;0.002077597347732947;0.0013567650697727807;0.0002839463658229648;0.0029760738091896776;0.012145411367302468;0.00191079081370627;0;0.024980256010965037
7620;06.08.2023 07:00;0;0;0;0;0;0;0;0.029478640314641348;0.03401207726265375;0.008241093665935336;0.11625836967213116;0.008666609804098365;0.0026332011175291526;0.0418369775956284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009979273048582976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010702098099999996;0.0006064254719431657;0.015740266687704913;0.01300999999999999;0.0013098254352116024;0.0009545598204918034;0.00021555043606557377;0.0027742930655737697;0.006407973590163932;0.001100017306178613;0.0020939575751018694;0.0013462424785400718;0.00028893454979811857;0.0029785548340270193;0.011736675378377566;0.0019598774014549574;0;0.025289244434305712
7680;06.08.2023 08:00;0;0;0;0;0;0;0;0;0;0.011453351163880748;0.6859655811572132;0;0;0.0418369775956284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01957152001979103;0;0;0;0;0;0;0.11781889617486332;0;0;0;0;0;0;0;0.008185294099999999;0.00033783346194936396;0.015275830334426222;0.01300999999999999;0;0.0009519647117486337;0.0002306450857923496;0.002777826846994535;0.00641559420491803;0.0010781969275999047;0.0020847556702707206;0.0013550629884819968;0.00027727798782373533;0.0029832368874314844;0.011726137252139885;0.001956615669963349;0;0.024703105050357377
7740;06.08.2023 09:00;0;0;0;0;0;0;0;0;0;0;0.011500070218579213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012008853343558303;0;0;0;0;0.04889001637522484;0;0;0;0;0;0;0;0;0;0.009072525166666665;0.001353920723995467;0.01786655956502732;0.01300999999999999;0.0010010721272082038;0.0009511418885245901;0.00021879564972677592;0.002778340055464479;0.006413304322404373;0.001086323918311092;0.0021546830308407277;0.001321235139483152;0.00027856364458871005;0.0030124511610909272;0.012240410907595015;0.0019468964880736597;0;0.02501636478088691
7800;06.08.2023 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.017931969549945706;0;0;0;0;0.03194692783416587;0;0;0;0.6451220382513663;0;0.8905347790691254;0;0.26960209995355183;0;0.006975638933333333;0.001320365595774169;0.02596559439535518;0.01300999999999999;0.00018394046438407606;0.0009508779609289613;0.00021692763852459014;0.002777242327868851;0.006407706806010928;0.0010649608944290664;0.0020907385547175605;0.0013689988792091499;0.0002825944410760424;0.0030010461242975304;0.012090714517778487;0.001978287742414571;0;0.024969150147381228
7860;06.08.2023 11:00;0;0;0;0;0;0;0;0;0;0;0.2247908154474589;0;0;0;0;0;0;0;0;0.10072896973210754;0;0;0;0.380782764450882;0;0;0;0.01864576202893531;0.02108676016618732;0.04186260136753363;0.015654726077168977;0;0.02124292766986409;0;0;0;0;0;0.02734685969945355;0;0.08041833167486336;0;0.0094443981;0.0013680918550928473;0.01845357441857923;0.01300999999999999;0;0.0009475831040983602;0.00022581478907103815;0.002778831825956283;0.006412842248633879;0.00045245031277190074;0.0008879501773360506;0.001359028492076083;0.00011788778510504404;0.002970264257052302;0.012078143628227253;0.0019747320102057476;0;0.024405325020562234
7920;06.08.2023 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010419629399928007;0.03606751426125097;0.06997248671441447;0.02793295115999418;0;0;0;0;0;0;0;0.1415548716256829;0.10462827348112352;0;0;0.0081852941;0.001379733991504071;0.016445825234153;0.01300999999999999;0.0012864448926705261;0.000951717433333333;0.00022394387213114738;0.0027780847986338788;0.006410021306010928;0;0;0.0013473845630283848;0;0.003004817094295992;0.012056668691719499;0.0019449921051472073;0;0.02501938072680896
7980;06.08.2023 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01925431669169091;0.004705314402830005;0.008667481155573897;0.02520514849277301;0;0;0;0;0;0;0.014061357524516638;0.0012776289863387967;0.9153587383157236;0;0;0.0081852941;0.00132121517219776;0.017882386411748625;0.01300999999999999;0;0.0009536712027322406;0.00021470193360655733;0.0027745818224043707;0.006412569366120217;0.0009278917197341884;0.001832676418035336;0.0013243805359568765;1.4953732037292375E-05;0.0029685368209426194;0.011979557736791562;0.0002719003712810765;0;0.024719007899016977
8040;06.08.2023 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01912256415834772;0;0;0.005076029750167994;0;0;0;0;0;0;0.0033843640662174794;0;0.667316884438129;0;0;0.0094443981;0.0013675554674135498;0.01741506706092896;0.01300999999999999;4.542902369084632E-05;0.0009528403579234971;0.0002268245521857923;0.0027771829516393437;0.006407251207650273;0.0010842136873331178;0.0021128409002865154;0.0013324787998716299;0.00022784085232220892;0.00306225526505561;0.01214860264510021;0.0015366588931263576;0;0.024660600356737863
8100;06.08.2023 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015112165390235322;0;0.006383478095224487;0.012444228050305256;0.006585393104824506;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013434738504110783;0.017550602570491795;0.01300999999999999;0.0005032201312621238;0.0009455457461748629;0.0002234834472677594;0.0027802532549180315;0.006408233191256831;0.0010763313271746982;0.0011482105798593302;0.0007586535609094207;0.0001554979906763227;0.0029964082765613124;0.011975200510464634;0.0019648640744372383;0;0.025102154607899854
8160;06.08.2023 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016965982273929668;0;0.01370864338130854;0.028082585048849598;0.015031244727062607;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013591274147006045;0.017408454254371573;0.01300999999999999;0.000222538976081829;0.0009514787644808742;0.00022020387021857925;0.002779124175683059;0.0064075652650273235;0.0010709165214696302;0;0;0;0.0029298320295344845;0.012011809733043584;0.001925179344653548;0;0.025303134616709688
8220;06.08.2023 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016582047118980852;0;0.006414286896916672;0.011394935509629566;0.006647478413721469;0;0;0;0;0;0;0;0;0;0;0.0107035021;0.0013334238757160362;0.016105326044535517;0.01300999999999999;0.0003235667143410541;0.0009547797762295083;0.00021672920901639347;0.0027790450327868834;0.006408590049180327;0.0011037655895535475;0.001155084885865332;0.0007406689183288499;0.00015500135492780038;0.0029901660394639376;0.011900094797403733;0.0019861240460995926;0;0.025830391743976503
8280;06.08.2023 18:00;0;0;0;0;0;0;0;0;0;0;0.14849403386885246;0;0;0;0.9065835191679509;0;0.9313510715900377;0.04335894742018033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013712858618137656;0.017127846147814214;0.012576333333333325;0.0027811401171311005;0.0009480958352459012;0.00022659902021857913;0.0027757260437158457;0.006412874081967211;0.0010759625865810296;0.002136515251490423;0.0013487868329608399;0.0002741991901030464;0.0030211382577968963;0.011929689896665596;0.0019759824048533083;0;0.024573711257599076
8340;06.08.2023 19:00;0.012666666666666665;0.010333333333333332;0;0;0;0;0;0;0;0;0;0;0;0;0.729019755934158;0;0;0;0;0;0;0;0;0;0;0;0;0.018738903896459064;0.005815111435715673;0.010816066922201892;0.004050101041044506;0;0.024482385117383567;0;0;0;0;0;0;0;0;0;0.01064921235;0.0013770735198619394;0.016461747951092898;0.01300999999999999;4.4121288159396525E-05;0.0009464681371584697;0.00022106490245901633;0.0027788735573770484;0.00641171430874317;0.0009336025469270378;0.001815264303741202;0.0013452366631642688;0.0002368234071165006;0.0030113936310712194;0.012183807202517842;0.0019941220262052737;0;0.0247283857646501
8400;06.08.2023 20:00;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008881463102209492;0.03575339377317747;0.06939007890349277;0.027338485807400406;0;0.027126528958443842;0;0;0;0;0;0;0;0;0;0.012359388099999997;0.0013350883832479105;0.017855378514207643;0.01300999999999999;0.001489373961190475;0.0009593766647540984;0.00021674177896174854;0.0027788318259562832;0.006407964663934428;0;0;0.00131461500608382;0;0.0029982009219721405;0.011948886376324469;0.0019711661197887127;0;0.02473879510604473
8460;06.08.2023 21:00;0.019999999999999997;0.004999999999999999;0;0;0;0;0;0;0;0;0.1085344150273224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018938728172321524;0.006378355967801067;0.012611356479888772;0.003668281887018233;0;0;0.05760397643720026;0;0;0;0;0;0;0;0;0.009442994099999998;0.001355466569364996;0.019463070867759565;0.01300999999999999;0;0.0009435947584699449;0.00022708131721311468;0.002779901852459016;0.006407648674863388;0.0008954770071863002;0.0017319326969838606;0.0013408791222969286;0.0002447394210447565;0.0013118835697552259;0.012022756893930583;0.0019495333711143838;0;0.02521802342570805
8520;06.08.2023 22:00;0.011999999999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011001957086124977;0;0;0;0;0;0.09695103890665553;0;0;0;0;0;0;0;0;6.814534999999999E-05;0.001354850893460605;0.02240735338688524;0.01300999999999999;0.0012074984475474362;0.0009507667885245897;0.00022156413825136603;0.0027773772131147547;0.006408633748633878;0.0010732847124899204;0.002094620171942961;0.0013864866065752181;0.00027812535790579755;0;0.011973248893405673;0.0019632268365143077;0;0.02422652274545986
8580;06.08.2023 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0490500943922571;0;0;0;0;0;0;0;0;0.010704580099999998;0.0013267264022103484;0.021639142225409833;0.01300999999999999;0.002856543539946485;0.0009532339538251367;0.00021467847759562838;0.002778269838797815;0.006412730352459016;0.0010771903237428695;0.0021078815040266124;0.0013467805889947988;0.0002729673248951981;0.0015687189900557529;0.011987290977555222;0.0019514088596650754;0;0
8640;07.08.2023 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013330756497929774;0.019628359776229502;0.01300999999999999;0.0028105880151599915;0.0009532842901639344;0.00022972660546448077;0.0027793191674863396;0.006407147825136612;0.001076232678403246;0.0021530548480698393;0.0013522275517327252;0.0002825359543299508;0.002996931339754689;0.012012133710219775;0.0019916057335086623;0;0
8700;07.08.2023 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0107035021;0.0013240874124497417;0.020303376377322404;0.01300999999999999;0.0028193726149556095;0.0009483812737704915;0.00021800211174863383;0.0027770926803278692;0.006412905751366121;0.0010789248978612044;0.0020655131734081313;0.0013482746826215055;0.00027324730538644303;0.0029565864561606064;0.012042078823124316;0.0019887405692228994;0;0
8760;07.08.2023 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013546146555793363;0.01870979498989071;0.01300999999999999;0.002738563683301944;0.0009492360098360653;0.00021617042240437153;0.0027780999672131156;0.006407525295081967;0.0010795935149988279;0.002048905645677744;0.0013544033806161776;0.00028419188555979866;0.0030166401134055373;0.012141432531635726;0.0020057211365166337;0;0
8820;07.08.2023 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0081838901;0.0013817619570074759;0.01741799074754098;0.01300999999999999;0.002785736939729051;0.0009554191139344263;0.00022992432076502717;0.002777987875136613;0.006408089215846994;0.0010632078754980088;0.002098546260914554;0.00136386748192766;0.00026998175280180145;0.0029927024405041126;0.012154780133454392;0.001995271990254128;0;0
8880;07.08.2023 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.001370043794459494;0.017546684184152995;0.01300999999999999;0.0027656100859277965;0.0009527890213114753;0.0002188494994535519;0.002781159929781421;0.006408574721311477;0.0010879193284142237;0.0020761618200317035;0.0013713017420946732;0.0002773473681381338;0.0029311115209132484;0.012228632372087007;0.0019274018506019548;0;0
8940;07.08.2023 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01073240743333333;0.0013313650681791717;0.01734388203278688;0.01300999999999999;0.0028018364537801964;0.0009448225699453548;0.00021654883278688524;0.0027799184398907104;0.0064129018743169395;0.0010696384567503007;0.00212721808320445;0.001339560251137497;0.0002823762609445312;0.002989823553700895;0.011850624590299933;0.0019042099146679213;0;0.0030158904451302207
9000;07.08.2023 06:00;0;0;0;0;0;0;0;0.02438759778406193;0.013359456051091475;0.001024328555042776;0.09763988086338797;0.01733321960819673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0012487979644812833;0.017221978768579223;0.01300999999999999;0.0027624746799593198;0.0009544127568306008;0.0002280530765027321;0.0027755139598360664;0.006408047920765026;0.0011081206347468746;0.0020883655337901753;0.0013793943276069517;0.00028292428118070864;0.002972557673670988;0.012035481187895951;0.0019904051886423225;0;0.025040798296743924
9060;07.08.2023 07:00;0;0;0;0;0;0;0;0.011336193857348438;0.024151678542041546;0.014897390846678852;0.41211372117423495;0;0.004228046473435693;0.055289221932513635;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01847849153889616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0;0.016073243697814207;0.01300999999999999;4.8432120211694135E-05;0.0009521478325136613;0.000220135281147541;0.0027781645163934424;0.006412782057377047;0.0011087228423086162;0.0021171749778072907;0.0013463669669298722;0.00027973738154573756;0.0029837647618191124;0.012071306705043323;0.0019597291918900727;0;0.02576527624189547
9120;07.08.2023 08:00;0;0;0;0;0;0;0;0.024258899921805157;0.025798923265901438;0.011537971190203713;0.374184772004836;0.008666609804098365;0.0019218346932395997;0.0418369775956284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01836207684511603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0003119036691025851;0.015396967977868853;0.01300999999999999;9.693497179383264E-05;0.0009522551784153005;0.00021738781010928967;0.0027757799407103828;0.006412556898907103;0.0010950720049283857;0.0021422816098660706;0.0013302644190314435;0.0002820242054904655;0.0030501849997230123;0.01193941098325072;0.0019280461653560508;0;0.024863995083759503
9180;07.08.2023 09:00;0;0;0;0;0;0;0;0;0;0;0.39970013401576493;0;0;0.055289221932513635;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00772313493995989;0;0;0;0;0.0339349451944534;0;0.146351934490601;0;0;0;0;0;0;0;0.010709948099999998;0.0013363924464497043;0.01447547792868852;0.01300999999999999;0.0016037783496645017;0.0009520008702185791;0.000226066532240437;0.002777928637431695;0.006407023418032788;0.0010831804141981241;0.0021144996516475733;0.0013303511400844425;0.0002848051668498417;0.002981587321460562;0.011887931578108538;0.0020180240820763607;0;0.02489126323927587
9240;07.08.2023 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018798598760403643;0;0.010649503597208145;0.02087471252883644;0.01124292713083814;0.012605155757563805;0;0;0;0;0;0;0;0;0;0.0081678005;0.001361037437950996;0.025864559139890702;0.01300999999999999;0;0.0009446111724043711;0.00021954056174863383;0.002777867388797815;0.006407978928961749;0.0010595752492953265;0.0005161007321327861;0.00032652535067590204;7.064488627534898E-05;0.00296735820323483;0.012085221373844086;0.0019338228748401684;0;0.02467245230370111
9300;07.08.2023 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014025844883909802;0;0.013963071259020394;0.02769290045612995;0.014841330541513726;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013369163364181271;0.017318451268032782;0.01300999999999999;0.0007099335972755249;0.0009541319814207647;0.00022120205218579235;0.002777950571857924;0.006412579866120218;0.0010652090473774244;0;0;0;0.002955001661897432;0.012112003816751878;0.001969046713648915;0;0.024913449512037666
9360;07.08.2023 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001624297025247237;0.002302644031399747;0.0017264946837229104;0.03251867223469134;0;0;0;0;0;0;0;0;0;0.0107049061;0.0013665274755967362;0.015025768228415294;0.01300999999999999;0.0028206212985353325;0.0009540684355191256;0.0002190615967213115;0.0027788318259562854;0.006412811688524591;0.0010817979707035735;0.0018610046251498057;0.0012147066944737017;0.00025745447333522627;0.0029907517151916787;0.0122763114100672;0.0019435273595642154;0;0.02451354363635729
9420;07.08.2023 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010493174459887433;0;0;0;0;0.021828494161498797;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013310784586872035;0.01712917311912569;0.01300999999999999;0.0012058589537229714;0.0009489605994535515;0.0002255784390710381;0.0027788318259562854;0.006413615830601092;0.001087400716519287;0.0020500743312996056;0.0013546913834771226;0.00028079120306815465;0.0029867918775726074;0.011833922884132443;0.0019892944640079136;0;0.025146470323396647
9480;07.08.2023 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.019426119529304654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010708343016666665;0.0013452778670328361;0.016660318819945355;0.01300999999999999;0;0.0009474911797814205;0.000219803512568306;0.002778333312295083;0.006412833412568306;0.0010966921658604066;0.0020628783978468806;0.0013687679621679119;0.00028576503181346804;0.0030111933784304715;0.01202639816434995;0.0019948236399573048;0;0.0248186824330773
